KEM,Cert,Iteration,Time
bikel5,rsa_2048,35,26.34
bikel5,rsa_2048,36,26.20
bikel5,rsa_2048,37,26.06
bikel5,rsa_2048,38,26.39
bikel5,rsa_2048,39,26.39
bikel5,rsa_2048,40,26.66
bikel5,rsa_2048,41,26.28
bikel5,rsa_2048,42,26.46
bikel5,rsa_2048,43,27.07
bikel5,rsa_2048,44,26.73
bikel5,rsa_2048,45,26.47
bikel5,rsa_2048,46,26.59
bikel5,rsa_2048,47,26.87
bikel5,rsa_2048,48,26.99
bikel5,rsa_2048,49,26.57
bikel5,rsa_2048,50,26.40
bikel5,mldsa44,1,27.09
bikel5,mldsa44,2,26.41
bikel5,mldsa44,3,26.48
bikel5,mldsa44,4,26.70
bikel5,mldsa44,5,27.19
bikel5,mldsa44,6,24.26
bikel5,mldsa44,7,24.88
bikel5,mldsa44,8,24.78
bikel5,mldsa44,9,25.76
bikel5,mldsa44,10,26.11
bikel5,mldsa44,11,26.29
bikel5,mldsa44,12,26.48
bikel5,mldsa44,13,25.93
bikel5,mldsa44,14,26.70
bikel5,mldsa44,15,26.54
bikel5,mldsa44,16,26.56
bikel5,mldsa44,17,26.54
bikel5,mldsa44,18,26.87
bikel5,mldsa44,19,26.49
bikel5,mldsa44,20,26.64
bikel5,mldsa44,21,26.27
bikel5,mldsa44,22,26.58
bikel5,mldsa44,23,26.11
bikel5,mldsa44,24,26.57
bikel5,mldsa44,25,26.43
bikel5,mldsa44,26,27.58
bikel5,mldsa44,27,26.56
bikel5,mldsa44,28,26.72
bikel5,mldsa44,29,25.98
bikel5,mldsa44,30,26.43
bikel5,mldsa44,31,26.94
bikel5,mldsa44,32,26.79
bikel5,mldsa44,33,26.98
bikel5,mldsa44,34,25.97
bikel5,mldsa44,35,25.78
bikel5,mldsa44,36,26.63
bikel5,mldsa44,37,26.98
bikel5,mldsa44,38,26.78
bikel5,mldsa44,39,27.07
bikel5,mldsa44,40,26.72
bikel5,mldsa44,41,26.98
bikel5,mldsa44,42,26.93
bikel5,mldsa44,43,26.91
bikel5,mldsa44,44,26.61
bikel5,mldsa44,45,27.05
bikel5,mldsa44,46,26.66
bikel5,mldsa44,47,26.97
bikel5,mldsa44,48,26.74
bikel5,mldsa44,49,26.97
bikel5,mldsa44,50,26.36
bikel5,falcon512,1,26.98
bikel5,falcon512,2,26.22
bikel5,falcon512,3,26.32
bikel5,falcon512,4,26.51
bikel5,falcon512,5,27.13
bikel5,falcon512,6,26.45
bikel5,falcon512,7,27.21
bikel5,falcon512,8,27.49
bikel5,falcon512,9,24.65
bikel5,falcon512,10,25.21
bikel5,falcon512,11,24.94
bikel5,falcon512,12,24.83
bikel5,falcon512,13,24.93
bikel5,falcon512,14,25.04
bikel5,falcon512,15,25.54
bikel5,falcon512,16,25.96
bikel5,falcon512,17,26.63
bikel5,falcon512,18,26.57
bikel5,falcon512,19,26.32
bikel5,falcon512,20,26.36
bikel5,falcon512,21,26.60
bikel5,falcon512,22,26.70
bikel5,falcon512,23,26.99
bikel5,falcon512,24,26.45
bikel5,falcon512,25,26.79
bikel5,falcon512,26,26.50
bikel5,falcon512,27,26.56
bikel5,falcon512,28,25.95
bikel5,falcon512,29,25.59
bikel5,falcon512,30,25.16
bikel5,falcon512,31,26.34
bikel5,falcon512,32,26.72
bikel5,falcon512,33,26.12
bikel5,falcon512,34,26.46
bikel5,falcon512,35,26.45
bikel5,falcon512,36,26.83
bikel5,falcon512,37,27.27
bikel5,falcon512,38,27.37
bikel5,falcon512,39,27.03
bikel5,falcon512,40,27.06
bikel5,falcon512,41,26.98
bikel5,falcon512,42,27.17
bikel5,falcon512,43,25.67
bikel5,falcon512,44,26.11
bikel5,falcon512,45,24.20
bikel5,falcon512,46,24.94
bikel5,falcon512,47,25.84
bikel5,falcon512,48,26.06
bikel5,falcon512,49,26.05
bikel5,falcon512,50,26.28
frodo640aes,rsa_2048,1,18.95
frodo640aes,rsa_2048,2,18.40
frodo640aes,rsa_2048,3,18.71
frodo640aes,rsa_2048,4,18.78
frodo640aes,rsa_2048,5,18.44
frodo640aes,rsa_2048,6,17.79
frodo640aes,rsa_2048,7,18.43
frodo640aes,rsa_2048,8,18.19
frodo640aes,rsa_2048,9,18.48
frodo640aes,rsa_2048,10,18.64
frodo640aes,rsa_2048,11,18.71
frodo640aes,rsa_2048,12,18.82
frodo640aes,rsa_2048,13,18.52
frodo640aes,rsa_2048,14,18.64
frodo640aes,rsa_2048,15,18.67
frodo640aes,rsa_2048,16,18.65
frodo640aes,rsa_2048,17,18.62
frodo640aes,rsa_2048,18,18.63
frodo640aes,rsa_2048,19,18.53
frodo640aes,rsa_2048,20,18.94
frodo640aes,rsa_2048,21,19.47
frodo640aes,rsa_2048,22,18.70
frodo640aes,rsa_2048,23,18.81
frodo640aes,rsa_2048,24,18.87
frodo640aes,rsa_2048,25,19.52
frodo640aes,rsa_2048,26,18.82
frodo640aes,rsa_2048,27,19.12
frodo640aes,rsa_2048,28,18.79
frodo640aes,rsa_2048,29,18.94
frodo640aes,rsa_2048,30,19.49
frodo640aes,rsa_2048,31,18.56
frodo640aes,rsa_2048,32,18.81
frodo640aes,rsa_2048,33,18.77
frodo640aes,rsa_2048,34,18.51
frodo640aes,rsa_2048,35,18.04
frodo640aes,rsa_2048,36,18.73
frodo640aes,rsa_2048,37,18.78
frodo640aes,rsa_2048,38,18.77
frodo640aes,rsa_2048,39,19.37
frodo640aes,rsa_2048,40,19.14
frodo640aes,rsa_2048,41,19.04
frodo640aes,rsa_2048,42,18.97
frodo640aes,rsa_2048,43,18.89
frodo640aes,rsa_2048,44,18.93
frodo640aes,rsa_2048,45,18.85
frodo640aes,rsa_2048,46,18.67
frodo640aes,rsa_2048,47,18.48
frodo640aes,rsa_2048,48,19.06
frodo640aes,rsa_2048,49,18.89
frodo640aes,rsa_2048,50,18.81
frodo640aes,mldsa44,1,19.89
frodo640aes,mldsa44,2,19.00
frodo640aes,mldsa44,3,19.00
frodo640aes,mldsa44,4,18.41
frodo640aes,mldsa44,5,19.08
frodo640aes,mldsa44,6,18.73
frodo640aes,mldsa44,7,18.83
frodo640aes,mldsa44,8,19.11
frodo640aes,mldsa44,9,19.02
frodo640aes,mldsa44,10,19.31
frodo640aes,mldsa44,11,19.42
frodo640aes,mldsa44,12,18.34
frodo640aes,mldsa44,13,18.32
frodo640aes,mldsa44,14,18.97
frodo640aes,mldsa44,15,18.80
frodo640aes,mldsa44,16,18.74
frodo640aes,mldsa44,17,18.92
frodo640aes,mldsa44,18,18.95
frodo640aes,mldsa44,19,18.86
frodo640aes,mldsa44,20,18.26
frodo640aes,mldsa44,21,18.02
frodo640aes,mldsa44,22,18.17
frodo640aes,mldsa44,23,18.80
frodo640aes,mldsa44,24,18.41
frodo640aes,mldsa44,25,18.42
frodo640aes,mldsa44,26,18.41
frodo640aes,mldsa44,27,18.65
frodo640aes,mldsa44,28,18.65
frodo640aes,mldsa44,29,18.69
frodo640aes,mldsa44,30,18.77
frodo640aes,mldsa44,31,18.83
frodo640aes,mldsa44,32,18.79
frodo640aes,mldsa44,33,18.33
frodo640aes,mldsa44,34,18.77
frodo640aes,mldsa44,35,18.70
frodo640aes,mldsa44,36,18.77
frodo640aes,mldsa44,37,18.89
frodo640aes,mldsa44,38,19.11
frodo640aes,mldsa44,39,18.55
frodo640aes,mldsa44,40,18.82
frodo640aes,mldsa44,41,18.85
frodo640aes,mldsa44,42,18.67
frodo640aes,mldsa44,43,18.77
frodo640aes,mldsa44,44,19.01
frodo640aes,mldsa44,45,18.75
frodo640aes,mldsa44,46,18.79
frodo640aes,mldsa44,47,18.84
frodo640aes,mldsa44,48,18.79
frodo640aes,mldsa44,49,19.36
frodo640aes,mldsa44,50,18.45
frodo640aes,falcon512,1,19.55
frodo640aes,falcon512,2,19.21
frodo640aes,falcon512,3,18.88
frodo640aes,falcon512,4,18.99
frodo640aes,falcon512,5,18.93
frodo640aes,falcon512,6,18.55
frodo640aes,falcon512,7,18.91
frodo640aes,falcon512,8,18.67
frodo640aes,falcon512,9,19.51
frodo640aes,falcon512,10,19.07
frodo640aes,falcon512,11,18.56
frodo640aes,falcon512,12,18.88
frodo640aes,falcon512,13,18.56
frodo640aes,falcon512,14,18.77
frodo640aes,falcon512,15,18.88
frodo640aes,falcon512,16,18.86
frodo640aes,falcon512,17,18.69
frodo640aes,falcon512,18,18.78
frodo640aes,falcon512,19,19.01
frodo640aes,falcon512,20,18.96
frodo640aes,falcon512,21,19.14
frodo640aes,falcon512,22,18.59
frodo640aes,falcon512,23,18.87
frodo640aes,falcon512,24,19.05
frodo640aes,falcon512,25,18.75
frodo640aes,falcon512,26,18.71
frodo640aes,falcon512,27,18.79
frodo640aes,falcon512,28,18.76
frodo640aes,falcon512,29,19.03
frodo640aes,falcon512,30,18.92
frodo640aes,falcon512,31,19.21
frodo640aes,falcon512,32,19.58
frodo640aes,falcon512,33,19.05
frodo640aes,falcon512,34,18.75
frodo640aes,falcon512,35,18.79
frodo640aes,falcon512,36,18.58
frodo640aes,falcon512,37,18.61
frodo640aes,falcon512,38,18.27
frodo640aes,falcon512,39,19.18
frodo640aes,falcon512,40,18.93
frodo640aes,falcon512,41,19.11
frodo640aes,falcon512,42,18.79
frodo640aes,falcon512,43,17.36
frodo640aes,falcon512,44,18.09
frodo640aes,falcon512,45,18.28
frodo640aes,falcon512,46,18.41
frodo640aes,falcon512,47,18.51
frodo640aes,falcon512,48,18.24
frodo640aes,falcon512,49,18.81
frodo640aes,falcon512,50,18.88
frodo640shake,rsa_2048,1,24.23
frodo640shake,rsa_2048,2,23.21
frodo640shake,rsa_2048,3,23.22
frodo640shake,rsa_2048,4,23.69
frodo640shake,rsa_2048,5,24.44
frodo640shake,rsa_2048,6,23.50
frodo640shake,rsa_2048,7,23.16
frodo640shake,rsa_2048,8,23.30
frodo640shake,rsa_2048,9,23.33
frodo640shake,rsa_2048,10,22.86
frodo640shake,rsa_2048,11,22.95
frodo640shake,rsa_2048,12,22.90
frodo640shake,rsa_2048,13,23.37
frodo640shake,rsa_2048,14,23.43
frodo640shake,rsa_2048,15,23.34
frodo640shake,rsa_2048,16,23.72
frodo640shake,rsa_2048,17,23.43
frodo640shake,rsa_2048,18,23.40
frodo640shake,rsa_2048,19,23.95
frodo640shake,rsa_2048,20,23.75
frodo640shake,rsa_2048,21,23.95
frodo640shake,rsa_2048,22,23.55
frodo640shake,rsa_2048,23,23.66
frodo640shake,rsa_2048,24,23.78
frodo640shake,rsa_2048,25,23.81
frodo640shake,rsa_2048,26,23.94
frodo640shake,rsa_2048,27,23.58
frodo640shake,rsa_2048,28,23.88
frodo640shake,rsa_2048,29,23.51
frodo640shake,rsa_2048,30,23.77
frodo640shake,rsa_2048,31,24.09
frodo640shake,rsa_2048,32,23.57
frodo640shake,rsa_2048,33,23.27
frodo640shake,rsa_2048,34,23.23
frodo640shake,rsa_2048,35,22.93
frodo640shake,rsa_2048,36,24.09
frodo640shake,rsa_2048,37,23.76
frodo640shake,rsa_2048,38,23.89
frodo640shake,rsa_2048,39,23.94
frodo640shake,rsa_2048,40,23.80
frodo640shake,rsa_2048,41,24.10
frodo640shake,rsa_2048,42,23.73
frodo640shake,rsa_2048,43,23.60
frodo640shake,rsa_2048,44,23.82
frodo640shake,rsa_2048,45,23.84
frodo640shake,rsa_2048,46,23.66
frodo640shake,rsa_2048,47,23.84
frodo640shake,rsa_2048,48,23.73
frodo640shake,rsa_2048,49,23.38
frodo640shake,rsa_2048,50,23.58
frodo640shake,mldsa44,1,22.87
frodo640shake,mldsa44,2,22.89
frodo640shake,mldsa44,3,22.72
frodo640shake,mldsa44,4,22.72
frodo640shake,mldsa44,5,23.46
frodo640shake,mldsa44,6,22.68
frodo640shake,mldsa44,7,23.30
frodo640shake,mldsa44,8,23.63
frodo640shake,mldsa44,9,23.77
frodo640shake,mldsa44,10,22.70
frodo640shake,mldsa44,11,23.78
frodo640shake,mldsa44,12,23.09
frodo640shake,mldsa44,13,23.09
frodo640shake,mldsa44,14,23.43
frodo640shake,mldsa44,15,23.37
frodo640shake,mldsa44,16,23.14
frodo640shake,mldsa44,17,22.93
frodo640shake,mldsa44,18,23.22
frodo640shake,mldsa44,19,23.78
frodo640shake,mldsa44,20,23.15
frodo640shake,mldsa44,21,23.15
frodo640shake,mldsa44,22,23.83
frodo640shake,mldsa44,23,23.68
frodo640shake,mldsa44,24,23.48
frodo640shake,mldsa44,25,23.77
frodo640shake,mldsa44,26,24.03
frodo640shake,mldsa44,27,24.56
frodo640shake,mldsa44,28,23.38
frodo640shake,mldsa44,29,23.58
frodo640shake,mldsa44,30,23.84
frodo640shake,mldsa44,31,23.50
frodo640shake,mldsa44,32,23.30
frodo640shake,mldsa44,33,23.35
frodo640shake,mldsa44,34,23.38
frodo640shake,mldsa44,35,23.68
frodo640shake,mldsa44,36,23.58
frodo640shake,mldsa44,37,23.28
frodo640shake,mldsa44,38,23.48
frodo640shake,mldsa44,39,23.81
frodo640shake,mldsa44,40,23.45
frodo640shake,mldsa44,41,23.07
frodo640shake,mldsa44,42,23.12
frodo640shake,mldsa44,43,23.35
frodo640shake,mldsa44,44,21.12
frodo640shake,mldsa44,45,21.74
frodo640shake,mldsa44,46,22.35
frodo640shake,mldsa44,47,23.04
frodo640shake,mldsa44,48,23.17
frodo640shake,mldsa44,49,23.24
frodo640shake,mldsa44,50,23.28
frodo640shake,falcon512,1,23.48
frodo640shake,falcon512,2,23.33
frodo640shake,falcon512,3,23.61
frodo640shake,falcon512,4,23.50
frodo640shake,falcon512,5,23.95
frodo640shake,falcon512,6,23.21
frodo640shake,falcon512,7,23.58
frodo640shake,falcon512,8,23.62
frodo640shake,falcon512,9,24.34
frodo640shake,falcon512,10,23.38
frodo640shake,falcon512,11,21.55
frodo640shake,falcon512,12,21.14
frodo640shake,falcon512,13,21.49
frodo640shake,falcon512,14,21.75
frodo640shake,falcon512,15,22.27
frodo640shake,falcon512,16,22.45
frodo640shake,falcon512,17,23.08
frodo640shake,falcon512,18,23.34
frodo640shake,falcon512,19,23.28
frodo640shake,falcon512,20,23.78
frodo640shake,falcon512,21,23.81
frodo640shake,falcon512,22,23.52
frodo640shake,falcon512,23,23.63
frodo640shake,falcon512,24,23.64
frodo640shake,falcon512,25,23.66
frodo640shake,falcon512,26,23.97
frodo640shake,falcon512,27,23.70
frodo640shake,falcon512,28,23.54
frodo640shake,falcon512,29,23.46
frodo640shake,falcon512,30,23.72
frodo640shake,falcon512,31,23.72
frodo640shake,falcon512,32,23.62
frodo640shake,falcon512,33,23.85
frodo640shake,falcon512,34,23.95
frodo640shake,falcon512,35,23.87
frodo640shake,falcon512,36,23.78
frodo640shake,falcon512,37,23.54
frodo640shake,falcon512,38,23.69
frodo640shake,falcon512,39,23.38
frodo640shake,falcon512,40,24.05
frodo640shake,falcon512,41,23.59
frodo640shake,falcon512,42,24.35
frodo640shake,falcon512,43,23.60
frodo640shake,falcon512,44,23.78
frodo640shake,falcon512,45,23.58
frodo640shake,falcon512,46,23.72
frodo640shake,falcon512,47,23.98
frodo640shake,falcon512,48,23.93
frodo640shake,falcon512,49,23.78
frodo640shake,falcon512,50,23.52
frodo976aes,rsa_2048,1,20.44
frodo976aes,rsa_2048,2,20.27
frodo976aes,rsa_2048,3,20.21
frodo976aes,rsa_2048,4,20.30
frodo976aes,rsa_2048,5,20.39
frodo976aes,rsa_2048,6,20.71
frodo976aes,rsa_2048,7,20.52
frodo976aes,rsa_2048,8,20.65
frodo976aes,rsa_2048,9,20.37
frodo976aes,rsa_2048,10,20.90
frodo976aes,rsa_2048,11,20.32
frodo976aes,rsa_2048,12,20.13
frodo976aes,rsa_2048,13,19.94
frodo976aes,rsa_2048,14,20.60
frodo976aes,rsa_2048,15,20.64
frodo976aes,rsa_2048,16,20.84
frodo976aes,rsa_2048,17,20.83
frodo976aes,rsa_2048,18,20.00
frodo976aes,rsa_2048,19,20.23
frodo976aes,rsa_2048,20,21.03
frodo976aes,rsa_2048,21,20.77
frodo976aes,rsa_2048,22,20.61
frodo976aes,rsa_2048,23,20.65
frodo976aes,rsa_2048,24,20.91
frodo976aes,rsa_2048,25,20.70
frodo976aes,rsa_2048,26,20.95
frodo976aes,rsa_2048,27,20.38
frodo976aes,rsa_2048,28,21.31
frodo976aes,rsa_2048,29,21.06
frodo976aes,rsa_2048,30,20.62
frodo976aes,rsa_2048,31,20.64
frodo976aes,rsa_2048,32,20.83
frodo976aes,rsa_2048,33,21.02
frodo976aes,rsa_2048,34,20.58
frodo976aes,rsa_2048,35,20.93
frodo976aes,rsa_2048,36,20.74
frodo976aes,rsa_2048,37,20.28
frodo976aes,rsa_2048,38,20.85
frodo976aes,rsa_2048,39,20.66
frodo976aes,rsa_2048,40,20.80
frodo976aes,rsa_2048,41,20.63
frodo976aes,rsa_2048,42,20.77
frodo976aes,rsa_2048,43,20.47
frodo976aes,rsa_2048,44,20.91
frodo976aes,rsa_2048,45,20.68
frodo976aes,rsa_2048,46,20.83
frodo976aes,rsa_2048,47,20.90
frodo976aes,rsa_2048,48,21.15
frodo976aes,rsa_2048,49,20.49
frodo976aes,rsa_2048,50,21.04
frodo976aes,mldsa44,1,21.76
frodo976aes,mldsa44,2,20.55
frodo976aes,mldsa44,3,20.54
frodo976aes,mldsa44,4,21.08
frodo976aes,mldsa44,5,20.18
frodo976aes,mldsa44,6,20.11
frodo976aes,mldsa44,7,19.81
frodo976aes,mldsa44,8,19.82
frodo976aes,mldsa44,9,20.07
frodo976aes,mldsa44,10,20.21
frodo976aes,mldsa44,11,20.40
frodo976aes,mldsa44,12,19.79
frodo976aes,mldsa44,13,19.96
frodo976aes,mldsa44,14,20.31
frodo976aes,mldsa44,15,20.67
frodo976aes,mldsa44,16,20.83
frodo976aes,mldsa44,17,20.70
frodo976aes,mldsa44,18,20.13
frodo976aes,mldsa44,19,20.57
frodo976aes,mldsa44,20,21.56
frodo976aes,mldsa44,21,20.83
frodo976aes,mldsa44,22,21.23
frodo976aes,mldsa44,23,20.93
frodo976aes,mldsa44,24,20.62
frodo976aes,mldsa44,25,20.76
frodo976aes,mldsa44,26,21.10
frodo976aes,mldsa44,27,20.71
frodo976aes,mldsa44,28,20.86
frodo976aes,mldsa44,29,20.78
frodo976aes,mldsa44,30,20.67
frodo976aes,mldsa44,31,20.87
frodo976aes,mldsa44,32,20.57
frodo976aes,mldsa44,33,20.50
frodo976aes,mldsa44,34,20.92
frodo976aes,mldsa44,35,20.94
frodo976aes,mldsa44,36,20.94
frodo976aes,mldsa44,37,21.05
frodo976aes,mldsa44,38,20.84
frodo976aes,mldsa44,39,20.68
frodo976aes,mldsa44,40,20.24
frodo976aes,mldsa44,41,20.15
frodo976aes,mldsa44,42,19.86
frodo976aes,mldsa44,43,20.41
frodo976aes,mldsa44,44,20.42
frodo976aes,mldsa44,45,20.77
frodo976aes,mldsa44,46,20.83
frodo976aes,mldsa44,47,20.60
frodo976aes,mldsa44,48,20.93
frodo976aes,mldsa44,49,20.67
frodo976aes,mldsa44,50,20.62
frodo976aes,falcon512,1,20.86
frodo976aes,falcon512,2,20.79
frodo976aes,falcon512,3,20.79
frodo976aes,falcon512,4,20.70
frodo976aes,falcon512,5,22.19
frodo976aes,falcon512,6,21.20
frodo976aes,falcon512,7,21.27
frodo976aes,falcon512,8,21.31
frodo976aes,falcon512,9,20.74
frodo976aes,falcon512,10,20.97
frodo976aes,falcon512,11,20.71
frodo976aes,falcon512,12,20.65
frodo976aes,falcon512,13,20.67
frodo976aes,falcon512,14,20.68
frodo976aes,falcon512,15,20.49
frodo976aes,falcon512,16,20.32
frodo976aes,falcon512,17,20.60
frodo976aes,falcon512,18,20.87
frodo976aes,falcon512,19,20.87
frodo976aes,falcon512,20,20.70
frodo976aes,falcon512,21,21.00
frodo976aes,falcon512,22,20.78
frodo976aes,falcon512,23,20.52
frodo976aes,falcon512,24,20.91
frodo976aes,falcon512,25,20.53
frodo976aes,falcon512,26,20.26
frodo976aes,falcon512,27,20.60
frodo976aes,falcon512,28,20.57
frodo976aes,falcon512,29,20.94
frodo976aes,falcon512,30,21.13
frodo976aes,falcon512,31,20.70
frodo976aes,falcon512,32,20.68
frodo976aes,falcon512,33,20.92
frodo976aes,falcon512,34,21.30
frodo976aes,falcon512,35,20.87
frodo976aes,falcon512,36,21.04
frodo976aes,falcon512,37,20.99
frodo976aes,falcon512,38,21.39
frodo976aes,falcon512,39,20.84
frodo976aes,falcon512,40,21.13
frodo976aes,falcon512,41,20.70
frodo976aes,falcon512,42,21.53
frodo976aes,falcon512,43,20.91
frodo976aes,falcon512,44,20.86
frodo976aes,falcon512,45,20.96
frodo976aes,falcon512,46,21.02
frodo976aes,falcon512,47,20.55
frodo976aes,falcon512,48,20.72
frodo976aes,falcon512,49,20.98
frodo976aes,falcon512,50,20.88
frodo976shake,rsa_2048,1,31.89
frodo976shake,rsa_2048,2,31.54
frodo976shake,rsa_2048,3,31.45
frodo976shake,rsa_2048,4,31.43
frodo976shake,rsa_2048,5,31.11
frodo976shake,rsa_2048,6,30.88
frodo976shake,rsa_2048,7,31.00
frodo976shake,rsa_2048,8,31.94
frodo976shake,rsa_2048,9,31.16
frodo976shake,rsa_2048,10,31.04
frodo976shake,rsa_2048,11,30.54
frodo976shake,rsa_2048,12,30.40
frodo976shake,rsa_2048,13,30.67
frodo976shake,rsa_2048,14,30.77
frodo976shake,rsa_2048,15,30.57
frodo976shake,rsa_2048,16,30.96
frodo976shake,rsa_2048,17,30.80
frodo976shake,rsa_2048,18,30.69
frodo976shake,rsa_2048,19,30.86
frodo976shake,rsa_2048,20,31.02
frodo976shake,rsa_2048,21,31.30
frodo976shake,rsa_2048,22,31.10
frodo976shake,rsa_2048,23,31.23
frodo976shake,rsa_2048,24,31.20
frodo976shake,rsa_2048,25,31.09
frodo976shake,rsa_2048,26,31.14
frodo976shake,rsa_2048,27,31.94
frodo976shake,rsa_2048,28,31.69
frodo976shake,rsa_2048,29,31.11
frodo976shake,rsa_2048,30,31.42
frodo976shake,rsa_2048,31,28.87
frodo976shake,rsa_2048,32,29.27
frodo976shake,rsa_2048,33,29.90
frodo976shake,rsa_2048,34,30.82
frodo976shake,rsa_2048,35,30.74
frodo976shake,rsa_2048,36,30.41
frodo976shake,rsa_2048,37,31.12
frodo976shake,rsa_2048,38,31.12
frodo976shake,rsa_2048,39,31.46
frodo976shake,rsa_2048,40,31.09
frodo976shake,rsa_2048,41,31.59
frodo976shake,rsa_2048,42,30.85
frodo976shake,rsa_2048,43,30.99
frodo976shake,rsa_2048,44,30.87
frodo976shake,rsa_2048,45,31.27
frodo976shake,rsa_2048,46,31.04
frodo976shake,rsa_2048,47,31.28
frodo976shake,rsa_2048,48,31.10
frodo976shake,rsa_2048,49,30.98
frodo976shake,rsa_2048,50,31.48
frodo976shake,mldsa44,1,30.77
frodo976shake,mldsa44,2,30.67
frodo976shake,mldsa44,3,30.82
frodo976shake,mldsa44,4,31.35
frodo976shake,mldsa44,5,31.43
frodo976shake,mldsa44,6,30.77
frodo976shake,mldsa44,7,30.94
frodo976shake,mldsa44,8,30.76
frodo976shake,mldsa44,9,30.99
frodo976shake,mldsa44,10,30.55
frodo976shake,mldsa44,11,30.56
frodo976shake,mldsa44,12,30.16
frodo976shake,mldsa44,13,31.48
frodo976shake,mldsa44,14,30.84
frodo976shake,mldsa44,15,30.59
frodo976shake,mldsa44,16,29.01
frodo976shake,mldsa44,17,29.57
frodo976shake,mldsa44,18,29.86
frodo976shake,mldsa44,19,30.18
frodo976shake,mldsa44,20,30.07
frodo976shake,mldsa44,21,30.44
frodo976shake,mldsa44,22,30.76
frodo976shake,mldsa44,23,31.48
frodo976shake,mldsa44,24,30.06
frodo976shake,mldsa44,25,30.77
frodo976shake,mldsa44,26,30.84
frodo976shake,mldsa44,27,31.08
frodo976shake,mldsa44,28,31.32
frodo976shake,mldsa44,29,30.64
frodo976shake,mldsa44,30,31.02
frodo976shake,mldsa44,31,30.76
frodo976shake,mldsa44,32,30.74
frodo976shake,mldsa44,33,29.68
frodo976shake,mldsa44,34,26.68
frodo976shake,mldsa44,35,27.91
frodo976shake,mldsa44,36,28.73
frodo976shake,mldsa44,37,29.48
frodo976shake,mldsa44,38,28.38
frodo976shake,mldsa44,39,29.25
frodo976shake,mldsa44,40,29.22
frodo976shake,mldsa44,41,30.08
frodo976shake,mldsa44,42,30.11
frodo976shake,mldsa44,43,30.30
frodo976shake,mldsa44,44,30.88
frodo976shake,mldsa44,45,30.21
frodo976shake,mldsa44,46,29.19
frodo976shake,mldsa44,47,29.29
frodo976shake,mldsa44,48,29.02
frodo976shake,mldsa44,49,29.45
frodo976shake,mldsa44,50,29.23
frodo976shake,falcon512,1,29.05
frodo976shake,falcon512,2,29.30
frodo976shake,falcon512,3,30.26
frodo976shake,falcon512,4,30.18
frodo976shake,falcon512,5,30.17
frodo976shake,falcon512,6,28.80
frodo976shake,falcon512,7,28.39
frodo976shake,falcon512,8,28.87
frodo976shake,falcon512,9,28.20
frodo976shake,falcon512,10,28.28
frodo976shake,falcon512,11,28.37
frodo976shake,falcon512,12,28.55
frodo976shake,falcon512,13,28.81
frodo976shake,falcon512,14,28.84
frodo976shake,falcon512,15,27.93
frodo976shake,falcon512,16,27.20
frodo976shake,falcon512,17,27.01
frodo976shake,falcon512,18,28.10
frodo976shake,falcon512,19,25.88
frodo976shake,falcon512,20,25.05
frodo976shake,falcon512,21,25.34
frodo976shake,falcon512,22,24.31
frodo976shake,falcon512,23,24.37
frodo976shake,falcon512,24,23.66
frodo976shake,falcon512,25,24.61
frodo976shake,falcon512,26,23.87
frodo976shake,falcon512,27,22.65
frodo976shake,falcon512,28,23.02
frodo976shake,falcon512,29,22.22
frodo976shake,falcon512,30,22.02
frodo976shake,falcon512,31,22.45
frodo976shake,falcon512,32,22.73
frodo976shake,falcon512,33,21.93
frodo976shake,falcon512,34,21.97
frodo976shake,falcon512,35,21.80
frodo976shake,falcon512,36,21.69
frodo976shake,falcon512,37,21.74
frodo976shake,falcon512,38,21.21
frodo976shake,falcon512,39,22.64
frodo976shake,falcon512,40,21.94
frodo976shake,falcon512,41,22.40
frodo976shake,falcon512,42,22.88
frodo976shake,falcon512,43,22.11
frodo976shake,falcon512,44,21.79
frodo976shake,falcon512,45,21.25
frodo976shake,falcon512,46,20.52
frodo976shake,falcon512,47,22.13
frodo976shake,falcon512,48,21.11
frodo976shake,falcon512,49,21.75
frodo976shake,falcon512,50,20.48
frodo1344aes,rsa_2048,1,16.90
frodo1344aes,rsa_2048,2,16.40
frodo1344aes,rsa_2048,3,16.93
frodo1344aes,rsa_2048,4,15.95
frodo1344aes,rsa_2048,5,16.88
frodo1344aes,rsa_2048,6,16.51
frodo1344aes,rsa_2048,7,17.40
frodo1344aes,rsa_2048,8,17.83
frodo1344aes,rsa_2048,9,16.82
frodo1344aes,rsa_2048,10,17.16
frodo1344aes,rsa_2048,11,17.03
frodo1344aes,rsa_2048,12,17.91
frodo1344aes,rsa_2048,13,18.17
frodo1344aes,rsa_2048,14,17.12
frodo1344aes,rsa_2048,15,19.84
frodo1344aes,rsa_2048,16,16.37
frodo1344aes,rsa_2048,17,17.33
frodo1344aes,rsa_2048,18,15.98
frodo1344aes,rsa_2048,19,17.49
frodo1344aes,rsa_2048,20,16.82
frodo1344aes,rsa_2048,21,15.82
frodo1344aes,rsa_2048,22,16.36
frodo1344aes,rsa_2048,23,17.51
frodo1344aes,rsa_2048,24,17.20
frodo1344aes,rsa_2048,25,17.58
frodo1344aes,rsa_2048,26,17.31
frodo1344aes,rsa_2048,27,17.29
frodo1344aes,rsa_2048,28,18.08
frodo1344aes,rsa_2048,29,17.18
frodo1344aes,rsa_2048,30,17.69
